date	dateNorm	deaths	cumDeaths	totalTweets	nonRTs	rTs	pos	neg	neu
1419285600.0	23/12/2014	75.28571428571429	6900.0	0	0	0	0	0	0
1419372000.0	24/12/2014	96.14285714285714	6996.14	0	0	0	0	0	0
1419458400.0	25/12/2014	96.14285714285714	7092.29	0	0	0	0	0	0
1419544800.0	26/12/2014	96.14285714285714	7188.43	0	0	0	0	0	0
1419631200.0	27/12/2014	96.14285714285714	7284.57	0	0	0	0	0	0
1419717600.0	28/12/2014	96.14285714285714	7380.71	0	0	0	0	0	0
1419804000.0	29/12/2014	96.14285714285714	7476.86	0	0	0	0	0	0
1419890400.0	30/12/2014	96.14285714285714	7573.0	0	0	0	0	0	0
1419976800.0	31/12/2014	45.142857142857146	7618.14	0	0	0	0	0	0
1420063200.0	01/01/2015	45.142857142857146	7663.29	0	0	0	0	0	0
1420149600.0	02/01/2015	45.142857142857146	7708.43	0	0	0	0	0	0
1420236000.0	03/01/2015	45.142857142857146	7753.57	0	0	0	0	0	0
1420322400.0	04/01/2015	45.142857142857146	7798.71	0	0	0	0	0	0
1420408800.0	05/01/2015	45.142857142857146	7843.86	0	0	0	0	0	0
1420495200.0	06/01/2015	45.142857142857146	7889.0	0	0	0	0	0	0
1420581600.0	07/01/2015	47.285714285714285	7936.29	0	0	0	0	0	0
1420668000.0	08/01/2015	47.285714285714285	7983.57	0	0	0	0	0	0
1420754400.0	09/01/2015	47.285714285714285	8030.86	0	0	0	0	0	0
1420840800.0	10/01/2015	47.285714285714285	8078.14	0	0	0	0	0	0
1420927200.0	11/01/2015	47.285714285714285	8125.43	0	0	0	0	0	0
1421013600.0	12/01/2015	47.285714285714285	8172.71	0	0	0	0	0	0
1421100000.0	13/01/2015	47.285714285714285	8220.0	0	0	0	0	0	0
1421186400.0	14/01/2015	27.714285714285715	8247.71	0	0	0	0	0	0
1421272800.0	15/01/2015	27.714285714285715	8275.43	0	0	0	0	0	0
1421359200.0	16/01/2015	27.714285714285715	8303.14	0	0	0	0	0	0
1421445600.0	17/01/2015	27.714285714285715	8330.86	0	0	0	0	0	0
1421532000.0	18/01/2015	27.714285714285715	8358.57	0	0	0	0	0	0
1421618400.0	19/01/2015	27.714285714285715	8386.29	0	0	0	0	0	0
1421704800.0	20/01/2015	27.714285714285715	8414.0	0	0	0	0	0	0
1421791200.0	21/01/2015	30.285714285714285	8444.29	0	0	0	0	0	0
1421877600.0	22/01/2015	30.285714285714285	8474.57	0	0	0	0	0	0
1421964000.0	23/01/2015	30.285714285714285	8504.86	0	0	0	0	0	0
1422050400.0	24/01/2015	30.285714285714285	8535.14	0	0	0	0	0	0
1422136800.0	25/01/2015	30.285714285714285	8565.43	0	0	0	0	0	0
1422223200.0	26/01/2015	30.285714285714285	8595.71	0	0	0	0	0	0
1422309600.0	27/01/2015	30.285714285714285	8626.0	0	0	0	0	0	0
1422396000.0	28/01/2015	24.142857142857142	8650.14	0	0	0	0	0	0
1422482400.0	29/01/2015	24.142857142857142	8674.29	0	0	0	0	0	0
1422568800.0	30/01/2015	24.142857142857142	8698.43	0	0	0	0	0	0
1422655200.0	31/01/2015	24.142857142857142	8722.57	0	0	0	0	0	0
1422741600.0	01/02/2015	24.142857142857142	8746.71	0	0	0	0	0	0
1422828000.0	02/02/2015	24.142857142857142	8770.86	0	0	0	0	0	0
1422914400.0	03/02/2015	24.142857142857142	8795.0	0	0	0	0	0	0
1423000800.0	04/02/2015	24.428571428571427	8819.43	0	0	0	0	0	0
1423087200.0	05/02/2015	24.428571428571427	8843.86	0	0	0	0	0	0
1423173600.0	06/02/2015	24.428571428571427	8868.29	0	0	0	0	0	0
1423260000.0	07/02/2015	24.428571428571427	8892.71	0	0	0	0	0	0
1423346400.0	08/02/2015	24.428571428571427	8917.14	0	0	0	0	0	0
1423432800.0	09/02/2015	24.428571428571427	8941.57	0	0	0	0	0	0
1423519200.0	10/02/2015	24.428571428571427	8966.0	0	0	0	0	0	0
1423605600.0	11/02/2015	28.0	8994.0	0	0	0	0	0	0
1423692000.0	12/02/2015	28.0	9022.0	0	0	0	0	0	0
1423778400.0	13/02/2015	28.0	9050.0	0	0	0	0	0	0
1423864800.0	14/02/2015	28.0	9078.0	0	0	0	0	0	0
1423951200.0	15/02/2015	28.0	9106.0	0	0	0	0	0	0
1424037600.0	16/02/2015	28.0	9134.0	0	0	0	0	0	0
1424124000.0	17/02/2015	28.0	9162.0	0	0	0	0	0	0
1424210400.0	18/02/2015	29.0	9191.0	0	0	0	0	0	0
1424296800.0	19/02/2015	29.0	9220.0	0	0	0	0	0	0
1424383200.0	20/02/2015	29.0	9249.0	0	0	0	0	0	0
1424469600.0	21/02/2015	29.0	9278.0	0	0	0	0	0	0
1424556000.0	22/02/2015	29.0	9307.0	0	0	0	0	0	0
1424642400.0	23/02/2015	29.0	9336.0	0	0	0	0	0	0
1424728800.0	24/02/2015	29.0	9365.0	0	0	0	0	0	0
1424815200.0	25/02/2015	32.0	9397.0	0	0	0	0	0	0
1424901600.0	26/02/2015	32.0	9429.0	0	0	0	0	0	0
1424988000.0	27/02/2015	32.0	9461.0	0	0	0	0	0	0
1425074400.0	28/02/2015	32.0	9493.0	0	0	0	0	0	0
1425160800.0	01/03/2015	32.0	9525.0	0	0	0	0	0	0
1425247200.0	02/03/2015	32.0	9557.0	0	0	0	0	0	0
1425333600.0	03/03/2015	32.0	9589.0	0	0	0	0	0	0
1425420000.0	04/03/2015	29.0	9618.0	0	0	0	0	0	0
1425506400.0	05/03/2015	29.0	9647.0	0	0	0	0	0	0
